description,dataType,calories,protein_g,carbs_g,fat_g,fiber_g,Cluster,meal_type
99% LEAN | 1% FAT GROUND TURKEY BREAST,Branded,145.0,9.5,25.0,1.0,1.0,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
99% LEAN | 1% FAT GROUND TURKEY BREAST,Branded,88.0,19.9,7.73,0.55,0.6,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"99% LEAN, 1% FAT GROUND TURKEY",Branded,128.0,1.95,19.5,4.46,3.1,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
99% LEAN/1% FAT EXTRA LEAN GROUND TURKEY BREAST,Branded,150.0,2.09,25.7,4.6,3.1,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
99% LEAN/1% FAT EXTRA LEAN GROUND TURKEY BREAST,Branded,71.0,14.3,0.0,1.79,0.0,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
99% LEAN/1% FAT FRESH GROUND TURKEY BREAST,Branded,170.0,21.0,9.0,5.0,0.0,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
99% LEAN/1% FAT GROUND TURKEY,Branded,248.0,13.3,23.9,10.6,1.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
99% LEAN/1% FAT GROUND TURKEY,Branded,144.0,6.19,22.7,3.09,2.1,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
99% LIQUID EGG PRODUCT,Branded,259.0,11.8,28.2,10.6,1.2,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
99% LIQUID EGG PRODUCT,Branded,24.0,1.32,3.75,0.55,0.9,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
99% LIQUID EGG PRODUCT,Branded,14.0,0.91,2.73,0.0,0.9,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
99% LIQUID EGG SUBSTITUTE PRODUCT,Branded,14.0,1.42,2.84,0.0,0.7,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
99% REAL EGG LIQUID EGG PRODUCT,Branded,129.0,14.5,8.06,4.03,0.0,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
"9999, FISH SAUCE",Branded,129.0,14.5,8.06,4.03,0.0,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
9OZ BRAZ LOBSTER TAILS,Branded,519.0,3.8,60.8,29.1,1.3,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
"9PC SASHIMI ALBACORE, SASHIMI",Branded,0.0,0.0,0.0,0.0,0.0,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"9PC SASHIMI COMBO, COMBO",Branded,386.0,5.26,50.9,19.3,0.0,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"9PC SASHIMI COMBO, COMBO",Branded,71.0,0.0,17.9,0.0,0.0,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"9PC SASHIMI SALMON, SASHIMI",Branded,381.0,0.0,90.5,4.76,0.0,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"9PC SASHIMI TUNA, SASHIMI",Branded,294.0,11.8,2.94,26.5,0.0,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
9Z SMART FOODS REDUCED FAT WHITE CHEDDAR,Branded,306.0,11.8,2.35,27.1,0.0,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
":60 SECOND PASTA, FUSILLI",Branded,469.0,6.25,65.6,21.9,3.1,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
":60 SECOND PASTA, PENNE",Branded,429.0,3.57,60.7,21.4,3.6,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
:ratio Cinnamon Cranberry Almond Crunch Breakfast Cereal,Branded,298.0,7.02,42.1,10.5,3.5,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
:ratio Keto Friendly Chocolate Brownie Soft Bakes 6 Count,Branded,429.0,3.57,42.9,28.6,3.6,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
:ratio Keto Friendly Chocolate Chunk Cookie Soft Bakes 6 Count,Branded,517.0,6.9,62.1,31.0,3.4,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
:ratio Keto Friendly Chocolate Nut Chewy Bar,Branded,517.0,6.9,62.1,31.0,3.4,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
:ratio Keto Friendly Chocolate Nut Chewy Bars 4 Count,Branded,129.0,14.1,8.24,4.12,4.7,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Keto Friendly Coconut Almond with Chocolate Crunchy Bar,Branded,57.0,0.71,15.0,0.93,2.1,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
:ratio Keto Friendly Coconut and Granola Dairy Snack,Branded,33.0,1.64,6.56,0.0,1.6,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
:ratio Keto Friendly Peanut Butter Almond Chewy Bar,Branded,186.0,2.14,25.7,8.57,2.1,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Keto Friendly Peanut Butter Almond Chewy Bars 4 Count,Branded,73.0,4.85,7.88,2.12,0.3,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
:ratio Keto Friendly Soft Baked Chocolate Brownie,Branded,25.0,1.64,6.56,0.0,1.6,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
:ratio Keto Friendly Soft Baked Chocolate Chip Bar,Branded,100.0,0.0,20.0,0.0,0.0,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
:ratio Keto Friendly Toasted Almond Crunchy Bars 4 Count,Branded,233.0,0.0,56.7,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Keto Friendly Vanilla Almond Crunchy Bar,Branded,233.0,0.0,53.3,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Keto Friendly Vanilla Almond with Chocolate Crunchy Bar,Branded,200.0,0.0,53.3,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Keto Friendly Vanilla and Granola Dairy Snack,Branded,233.0,0.0,60.0,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Protein Banana Cream Dairy Snack,Branded,233.0,0.0,56.7,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Protein Black Cherry Dairy Snack,Branded,233.0,0.0,60.0,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Protein Blueberry Dairy Snack,Branded,233.0,0.0,60.0,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Protein Blueberry Dairy Snack 4 Count,Branded,233.0,0.0,53.3,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Protein Coconut Dairy Snack,Branded,233.0,0.0,56.7,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Protein Coconut Dairy Snack 4 Count,Branded,233.0,0.0,63.3,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Protein Key Lime Dairy Snack,Branded,233.0,0.0,60.0,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Protein Mixed Berry Dairy Drink,Branded,233.0,0.0,63.3,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Protein Mixed Berry Dairy Snack,Branded,233.0,0.0,56.7,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Protein Peach Dairy Snack,Branded,233.0,0.0,56.7,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Protein Plain Dairy Snack Tub,Branded,327.0,9.73,68.1,1.33,4.4,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
:ratio Protein Vanilla Dairy Snack,Branded,140.0,12.0,0.0,10.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Protein Vanilla Dairy Snack 4 Count,Branded,11.0,0.0,2.64,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
:ratio Protein Vanilla Dairy Snack Tub,Branded,0.0,0.0,0.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
:ratio Toasted Almond Granola,Branded,300.0,0.0,80.0,0.0,5.0,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
:ratio Trio Blueberry Dairy Snack,Branded,152.0,18.8,0.0,7.14,0.0,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Trio Chocolate Almond Granola,Branded,525.0,7.5,60.0,32.5,2.5,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
:ratio Trio Coconut Dairy Drink,Branded,525.0,7.5,60.0,32.5,2.5,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
:ratio Trio Coconut Dairy Snack 4 Pack,Branded,439.0,24.4,53.7,12.2,4.9,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
:ratio Trio Maple Almond Crunch Cereal,Branded,500.0,6.67,63.3,26.7,3.3,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
:ratio Trio Mixed Berry Dairy Drink,Branded,300.0,0.0,75.0,0.0,0.0,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
:ratio Trio Mixed Berry Dairy Snack,Branded,0.0,0.0,0.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
:ratio Trio Mixed Berry Dairy Snack 4 Pack,Branded,533.0,6.67,63.3,26.7,3.3,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
:ratio Trio Peach Dairy Snack,Branded,533.0,6.67,63.3,26.7,3.3,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
:ratio Trio Toasted Almond Granola,Branded,357.0,21.4,3.57,28.6,0.0,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
:ratio Trio Toasted Coconut Granola,Branded,188.0,14.1,22.5,4.69,3.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
:ratio Trio Vanilla Almond Crunch Breakfast Cereal,Branded,0.0,0.0,0.0,0.0,0.0,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
:ratio Trio Vanilla Dairy Snack,Branded,0.0,0.0,0.0,0.0,0.0,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
:ratio Trio Vanilla Dairy Snack 4 Count,Branded,400.0,7.5,67.5,10.0,2.5,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
:ratio Vanilla Trio Beverage,Branded,375.0,7.5,72.5,3.75,2.5,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
;ratio Keto Friendly Toasted Almond Crunchy Bar,Branded,350.0,10.0,75.0,0.0,0.0,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"[TROPICAL BOOST] GUARANA + CATUABA ADAPTOGEN-POWERED BEVERAGE, TROPICAL BOOST GUARANA + CATUABA",Branded,344.0,6.25,78.1,0.0,3.1,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
\ROUND CHALLAH,Branded,375.0,7.5,72.5,3.75,2.5,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
A,Branded,395.0,9.3,60.5,14.0,2.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF 4 JUICES WITH ADDED INGREDIENTS & OTHER NATURAL FLAVORS, BOOSTED SMOOTHIE, BLUE MACHINE",Branded,410.0,7.69,61.5,15.4,2.6,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
"A BLEND OF BLACK BEANS, SPINACH, KALE, KIDNEY BEANS, CORN AND BELL PEPPERS WITH WARM PROTEIN BLENDS CARIBBEAN-STYLE SPICES, PROTEIN BLENDS CARIBBEAN-STYLE",Branded,400.0,7.5,65.0,11.2,2.5,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF BROCCOLI FLORETS IN A RICH, CREAMY CHEDDAR CHEESE SOUP, BROCCOLI & CHEDDAR",Branded,395.0,9.3,60.5,14.0,2.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF BRUSSELS SPROUTS, BUTTERNUT SQUASH AND ONION, BRUSSELS SPROUTS & BUTTERNUT SQUASH BLEND",Branded,400.0,7.5,65.0,11.2,2.5,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF CANOLA, EXTRA VIRGIN OLIVE OIL & GRAPESEED OILS MEDITERRANEAN OIL, CANOLA, EXTRA VIRGIN OLIVE OIL & GRAPESEED OILS",Branded,400.0,7.5,62.5,11.2,2.5,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF CHEDDAR & MONTEREY JACK CHEESES, CHEDDAR JACK",Branded,333.0,9.52,66.7,0.0,4.8,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF COLBY & MONTEREY JACK CHEESE VARIETY PACK, MEDIUM CHEDDAR, COLBY JACK",Branded,333.0,0.0,66.7,0.0,0.0,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF COLBY & MONTEREY JACK CHEESES, COLBY & MONTEREY JACK",Branded,0.0,0.0,0.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A BLEND OF COLBY & MONTEREY JACK CHEESES, COLBY JACK",Branded,367.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF COLBY & MONTEREY JACK PREMIUM NATURAL CHEESE, COLBY-JACK",Branded,367.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF COLBY AND MONTEREY JACK CHEESE CUBES, COLBY JACK",Branded,355.0,9.68,74.2,0.0,3.2,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF COLBY AND MONTEREY JACK CHEESE, COLBY JACK",Branded,367.0,3.33,80.0,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF COLBY AND MONTEREY JACK CHEESES SLICES, CRACKER CUTS COLBY JACK",Branded,0.0,0.0,12.364999999999998,4.42,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A BLEND OF COLBY AND MONTEREY JACK CHEESES STICKS, COLBY JACK",Branded,0.0,0.0,0.0,0.0,0.0,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A BLEND OF COLBY AND MONTEREY JACK CHEESES, COLBY JACK",Branded,355.0,9.68,74.2,0.0,3.2,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF COLBY AND MONTEREY JACK CHEESES, COLBY JACK",Branded,333.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF COLBY AND MONTEREY JACK CHEESES, COLBY JACK",Branded,367.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
A BLEND OF CORN & CANOLA OILS,Branded,355.0,9.68,74.2,0.0,3.2,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
A BLEND OF CORN & CANOLA OILS,Branded,367.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
A BLEND OF CORN & CANOLA OILS,Branded,367.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
A BLEND OF CORN SYRUP AND HONEY,Branded,367.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF DATES, DRIED PINEAPPLE, BANANA CHIPS, RAISINS, DRIED PAPAYA AND DRIED COCONUT BITE SIZE TROPICAL MIX, DRIED TROPICAL",Branded,333.0,10.0,73.3,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF FRESH APPLE JUICE AND APPLE JUICE FROM CONCENTRATE, APPLE",Branded,355.0,9.68,77.4,0.0,0.8,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF LOW MOISTURE PART-SKIM MOZZARELLA, CHEDDAR & MONTEREY JACK NATURAL CHEESES, PIZZA",Branded,355.0,9.68,74.2,0.0,3.2,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF LOW-MOISTURE PART-SKIM MOZZARELLA, CHEDDAR & MONTEREY JACK CHEESES PIZZA",Branded,355.0,9.68,74.2,0.0,3.2,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF MILD AND CREAMY CHEESES WRAPPED IN THIN PASTA, TORTELLINI, MILD AND CREAMY",Branded,333.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF QUINOA, KALE, RED QUINOA & RED ONIONS, QUINOA AND KALE BLEND",Branded,333.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF SEASONED ZUCCHINI, BROCCOLI, HARICOTS VERTS, PEAS, & LEEKS ORGANIC GREENS",Branded,367.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLEND OF SHREDDED COLBY AND MONTEREY JACK CHEESE, COLBY JACK",Branded,367.0,13.3,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
A BLEND OF VEGETABLE & CANOLA OILS,Branded,367.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
A BLEND OF VEGETABLE & CANOLA OILS,Branded,367.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
A BLEND OF VEGETABLE & CANOLA OILS,Branded,367.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BLENDS OF CANOLA, SUNFLOWER & SOYBEAN OILS",Branded,355.0,9.68,74.2,0.0,3.2,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BOLD AND BITTERSWEET FLAVOR KALE GREENS, BOLD AND BITTERSWEET",Branded,355.0,9.68,74.2,0.0,3.2,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BUBBLY PROBIOTIC SUPER-TEA, MACA-BERRY",Branded,333.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BUBBLY PROBIOTIC SUPER-TEA, REISHI MUSHROOM, CACAO",Branded,367.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
A BUBBLY PROBIOTIC TEA BEET,Branded,367.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BUBBLY PROBIOTIC TEA KOMBUCHA, ORIGINAL",Branded,367.0,16.7,73.3,1.67,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BUBBLY PROBIOTIC TEA, BEET",Branded,333.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BUBBLY PROBIOTIC TEA, GINGER-LEMON",Branded,367.0,3.33,80.0,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A BUBBLY PROBIOTIC TEA, PINK LADY APPLE",Branded,350.0,5.0,80.0,0.0,0.0,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A Cajun Life Mesquite BBQ Seasoning, 8 oz",Branded,333.0,0.0,81.5,0.0,0.0,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A Cajun Life Seafood Boil, 1 lb",Branded,113.24,6.0,12.364999999999998,4.42,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A Cajun Life Seafood Rub, 8 oz",Branded,0.0,0.0,0.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A CLASSIC FRUIT SPREAD JAM, FIG & GINGER",Branded,0.0,0.0,0.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A CLASSIC FRUIT SPREAD, RED PEPPER JELLY",Branded,0.0,0.0,0.0,0.0,0.0,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
A CLASSIC ITALIAN SHREDDED MOZZARELLA CHEESE,Branded,0.0,0.0,0.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A classic menu item made with quality ingredients and features freshly made elbow macaroni from durum wheat semolina, which is then blended with 100% real cheese and finished with a hint of sea salt",Branded,340.0,4.26,78.7,1.06,2.1,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A CLASSIC RICH PASTA SAUCE WITH ORGANIC TOMATOES, GARLIC, ONIONS AND OLIVE OIL, ORGANIC TOMATOES, GARLIC, ONIONS AND OLIVE OIL",Branded,0.0,0.0,12.364999999999998,4.42,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A CLASSIC, PREPARED WITH WHOLE EGGS, SWISS CHEESE & SAVORY BACON QUICHE LORRAINE, WHOLE EGGS, SWISS CHEESE & SAVORY BACON",Branded,0.0,0.0,0.0,0.0,0.0,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
A COLLECTION OF FINE BELGIAN CHOCOLATES,Branded,417.0,0.0,83.3,0.0,0.0,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
"A COLLISION OF CREAMY MILK CHOCOLATE, CRUNCHY PEANUTS, RICE PUFFS & PRETZELS",Branded,0.0,0.0,0.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
A COOKING CONNECTION SELECTION NOCINO HOLIDAY GLAZE ARTISAN RECIPE,Branded,0.0,0.0,0.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A COUPLE OF SQUARES INC., SUGAR COOKIE",Branded,367.0,0.0,20.0,33.3,0.0,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A COUPLE OF SQUARES INC., SUGAR COOKIES",Branded,188.0,6.25,9.38,18.8,3.1,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
"A COUPLE OF SQUARES, GINGERBREAD COOKIE",Branded,0.0,0.0,0.0,0.0,0.0,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A COUPLE OF SQUARES, GINGERBREAD COOKIE",Branded,0.0,0.0,0.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A COUPLE OF SQUARES, JACK SNACKS SPOOKTACULAR SUGAR COOKIES",Branded,0.0,0.0,0.0,0.0,0.0,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A COUPLE OF SQUARES, LOVE SUGAR COOKIE",Branded,0.0,0.0,0.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A COUPLE OF SQUARES, PINK CUPCAKE SUGAR COOKIE",Branded,0.0,0.0,0.0,0.0,0.0,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A COUPLE OF SQUARES, SNOWFLAKE COOKIES",Branded,455.0,6.0,90.9,0.0,0.0,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
"A COUPLE OF SQUARES, SUGAR COOKIE",Branded,67.0,6.67,6.67,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A COUPLE OF SQUARES, SUGAR COOKIE",Branded,133.0,6.67,13.3,0.0,0.8,3.0,High-Protein Energy Meals — Ideal for Maintenance or Muscle Gain
"A COUPLE OF SQUARES, SUGAR COOKIE",Branded,67.0,13.3,6.67,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A COUPLE OF SQUARES, SUGAR COOKIE",Branded,0.0,0.0,100.0,0.0,0.0,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A COUPLE OF SQUARES, SUGAR COOKIE",Branded,67.0,6.67,6.67,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A CREAMY BLEND OF VEGGIES AND MOZZARELLA CHEESE IN A CRUST MADE WITH CAULIFLOWER BITES, VEGGIE & MOZZARELLA",Branded,0.0,0.0,0.0,0.0,0.0,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A CREAMY LEGUME & VEGETABLE VEGAN PROTEIN BROTH, A CREAMY LEGUME & VEGETABLE",Branded,455.0,0.0,90.9,0.0,0.8,0.0,Carb-Dense Balanced Meals — Ideal for Weight Gain
"A CREAMY SPICY CHICKEN RAMEN BONE BROTH INSPIRED BY JAPANESE TONKOTSU WITH RED MISO AND CHILI BEAN PASTE., SPICY CHICKEN RAMEN BONE BROTH",Branded,0.0,0.0,100.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
A CRISPY WAFER WITH DELICIOUS HAZELNUT FILLING AND CHOCOLATE,Branded,0.0,0.0,0.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
A CRISPY WAFER WITH DELICIOUS HAZELNUT FILLING AND CHOCOLATE,Branded,0.0,0.0,0.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A CRUNCHY SALTY SWEET CARAMEL PRETZEL TREAT, DARK CHOCOLATE CARAMEL BROWNIE",Branded,0.0,0.0,0.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A CRUNCHY SALTY SWEET CARAMEL PRETZEL TREAT, MILK CHOCOLATE PEANUTS",Branded,67.0,0.0,20.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A CRUNCHY SALTY SWEET CARAMEL PRETZEL TREAT, MILK CHOCOLATE PUMPKIN SPICE",Branded,355.0,9.68,74.2,0.0,3.2,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
A DARK CHOCOLATE BAR,Branded,355.0,9.68,74.2,0.0,3.2,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
"A DARK CHOCOLATE BAR LOVINGLY MIXED WITH PREMIUM CHOCOLATE, MINT",Branded,367.0,10.0,76.7,0.0,3.3,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
A DARK CHOCOLATE BAR RAGING WITH PISTACHIOS AND TOFFEE,Branded,0.0,0.0,0.0,0.0,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
A DATE IN THE LIFE OATMEAL,Branded,393.0,3.57,92.9,3.57,3.6,2.0,Protein-Rich Balanced Meals — Ideal for Maintenance
A DECADENT PRIVATE RESERVE CHOCOLATE ASSORTMENT,Branded,50.0,1.67,4.17,2.5,2.5,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A DELICIOUS BAKED CHEESECAKE ON A CHOCOLATE BISCUIT BASE TOPPED WITH TOBLERONE'S SMOOTH MILK CHOCOLATE, CHEESECAKE",Branded,104.0,2.4,6.4,7.2,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
A DELICIOUS BLEND OF FRUIT & NUTS,Branded,108.0,2.5,3.33,8.33,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A DELICIOUS SNACK, COCONUT CASHEWS",Branded,112.0,1.6,5.6,9.6,0.8,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
"A DELICIOUS TOASTED CEREAL, HONEY",Branded,100.0,2.5,6.67,6.67,1.7,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
A DELICIOUS VEGETARIAN ALTERNATIVE TO CHICKEN,Branded,100.0,2.5,6.67,6.67,1.7,1.0,Low-Calorie Light Foods — Ideal for Weight Loss
